"ID","title","streetaddress","description","city","state","amenityfeatures","Year","type","unclear_address","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
4371,"RR Station","","","Lansdale","PA","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/13/2023 4:29pm",", PA",-75.283786,40.241495,"unclear_coded_by_hand","General Coordinates Used"
4370,"Main St.","","(late)","Lansdale","PA","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/13/2023 4:29pm",", PA",-75.280057,40.239382,"unclear_coded_by_hand","General Coordinates Used"
4373,"'Rest Stop' on I-81","","","Mahanoy City","PA","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/13/2023 4:30pm",", PA",-76.141603,40.812588,"unclear_coded_by_hand","General Coordinates Used"
4485,"Adult World","","2 mi. N. on Hwy 309, 538-1522","Quakerstown","PA","",1990,"Erotica/Adult Groups","checked",NA,"","7/13/2023 4:31pm",", PA",-75.341567,40.441768,"unclear_coded_by_hand","General Coordinates Used"
4510,"Bestwood Park","","","Valley Forge","PA","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/13/2023 4:31pm",", PA",-75.420976,40.109667,"unclear_coded_by_hand","General Coordinates Used"
4519,"Willow Grove Mall","","","Willow Grove","PA","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/13/2023 4:31pm",", PA",-75.123406,40.140069,"unclear_coded_by_hand","Found"
4484,"O'Reiley's Bar & Wm. Penn Lounge","E. Norwegian St","","Pottsville","PA","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/13/2023 4:31pm","E. Norwegian St, PA",-76.19055,40.687802,"unclear_coded_by_hand","General Coordinates Used"
4375,"Adult World Book Store","Rt. 202 & 309","362-9560","Montgomeryville","PA","",1990,"Erotica/Adult Groups","checked",NA,"","7/13/2023 4:32pm","Rt. 202 & 309, PA",-75.229839,40.238557,"unclear_coded_by_hand","General Coordinates Used"
4396,"'Rest Stop' 2 miles E. on Rt 11 Shickellany State Park overlook","","","Northumberland","PA","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/13/2023 4:36pm",", PA",-76.804546,40.882227,"unclear_coded_by_hand","Found"
4313,"Adult World Book Store","Rt. 220","742-7781","Bellwood","PA","",1990,"Erotica/Adult Groups","checked",NA,"","7/13/2023 4:36pm","Rt. 220, PA",-78.334438,40.602401,"unclear_coded_by_hand","General Coordinates Used"
4325,"Rainbow Mountain Resort","R.D. 5, Box 788","223-8484 lodging open year-round near skiing canoeing etc","East Stroudsburg","PA","(*),(MW),(D),(F),(SW)",1990,"Accommodations","checked",NA,"","7/13/2023 4:36pm","R.D. 5, Box 788, PA",-75.181755,41.003052,"unclear_coded_by_hand","General Coordinates Used"
4326,"Rainbow Mountain Restaurant","","(at Rainbow Mountain Resort) fine dining","East Stroudsburg","PA","(*),(MW),(D),(F),(SW)",1990,"Restaurants & Cafes","checked",NA,"","7/13/2023 4:37pm",", PA",-75.181755,41.003052,"unclear_coded_by_hand","General Coordinates Used"
4482,"Combinations","","call for directions, 442-8616 9pm-2am Mon-Sat clsd Sun","White Haven","PA","(MW),(D),(E),(F),(S)",1990,"Bars","checked",NA,"","7/13/2023 4:42pm",", PA",-75.774082,41.06064,"unclear_coded_by_hand","General Coordinates Used"
4497,"Susquehanna Valley Mall","","","Selinsgrove","PA","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/13/2023 4:44pm",", PA",-76.848637,40.825713,"unclear_coded_by_hand","Found"
4556,"Goddard Park-Boardwalk","","","East Greenwich","RI","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/13/2023 4:56pm",", RI",-71.412857,41.66158,"unclear_coded_by_hand","Found"
4560,"Purgatory Chasm- Tuckerman Ave. (Middletown)","","","Newport","RI","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/13/2023 4:56pm",", RI",-71.275604,41.483992,"unclear_coded_by_hand","Found"
4559,"'First Beach' in front of concession stands","","","Newport","RI","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/13/2023 4:56pm",", RI",-71.291362,41.488401,"unclear_coded_by_hand","Found"
4565,"Changes","","TO OPEN SPRING '89 - inquire locally 861-8025","Providence","RI","(D)",1990,"Bars","checked",NA,"","7/14/2023 3:35pm",", RI",-71.412834,41.823989,"unclear_coded_by_hand","General Coordinates Used"
4587,"Moonstone Beach","Ift side 5 mi. N. of Misquamicut Beach","","Providence","RI","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:39pm","Ift side 5 mi. N. of Misquamicut Beach, RI",-71.802845,41.323711,"unclear_coded_by_hand","General Coordinates Used"
4588,"Prospect Park","","","Providence","RI","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:39pm",", RI",-71.407283,41.829892,"unclear_coded_by_hand","Found"
4577,"Temptation Tours","PO Box 4302, 02914","438-4812","Providence","RI","(IGTA)",1990,"Travel/Tour Operators","checked",NA,"","7/14/2023 3:42pm","PO Box 4302, 02914, RI",-71.364624,41.81649,"unclear_coded_by_hand","General Coordinates Used"
4583,"Brown U. Library","","(preppie)","Providence","RI","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:35pm",", RI",-71.400165,41.826925,"unclear_coded_by_hand","Found"
4584,"Gano St. ('River Road')","","","Providence","RI","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:36pm",", RI",-71.390098,41.82387,"unclear_coded_by_hand","Found"
4564,"Open Quest Institute","","992-9239 24hr Crisis Hotline","Providence","RI","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 3:39pm",", RI",-71.802845,41.323711,"unclear_coded_by_hand","General Coordinates Used"
4585,"Humboldt Ave","","","Providence","RI","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:37pm",", RI",-71.389288,41.831577,"unclear_coded_by_hand","General Coordinates Used"
4589,"River Rd. off Blackstone E. side","","","Providence","RI","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:41pm",", RI",-71.378887,41.831554,"unclear_coded_by_hand","Found"
4590,"Rodger Williams Park-parking area to nature trail","","","Providence","RI","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:41pm",", RI",-71.414808,41.790374,"unclear_coded_by_hand","Found"
4578,"Dignity","PO Box 2231, Pawtucket, 02861","751-3322 call helpline for info","Providence","RI","",1990,"Religious Organizations","checked",NA,"","7/14/2023 3:35pm","PO Box 2231, Pawtucket, 02861, RI",-71.412834,41.823989,"unclear_coded_by_hand","General Coordinates Used"
4582,"Barrington Brid Sanctuary- trails","","","Providence","RI","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:34pm",", RI",-71.412834,41.823989,"unclear_coded_by_hand","General Coordinates Used"
4563,"Gay & Lesbian Helpline of RI","PO Box 5671, Weybosset Hill Sta.","751-3322 info referrals support 7pm-11pm daily","Providence","RI","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 3:36pm","PO Box 5671, Weybosset Hill Sta., RI",-71.412834,41.823989,"unclear_coded_by_hand","General Coordinates Used"
4579,"MCC","134 Mathewson St","(United Methodist Church) 272-9247 worship 7pm Sun","Providence","RI","(MCC)",1990,"Religious Organizations","checked",NA,"","7/14/2023 3:38pm","134 Mathewson St, RI",-71.413973,41.822634,"unclear_coded_by_hand","Found"
4586,"Kennedy Plaza","","(Hustlers)","Providence","RI","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:37pm",", RI",-71.411401,41.824804,"unclear_coded_by_hand","Found"
4591,"Misquamicut St. Beach 'BA'","","","Westerly","RI","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:44pm",", RI",-71.802845,41.323711,"unclear_coded_by_hand","Found"
4599,"'Rest Stop' on I-26","","","Charleston","SC","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:47pm",", SC",-79.931051,32.776475,"unclear_coded_by_hand","General Coordinates Used"
4600,"Folly Beach","","","Charleston","SC","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:50pm",", SC",-79.940367,32.65518,"unclear_coded_by_hand","Found"
4597,"MCC of Charleston","","747-6736 call for new location","Charleston","SC","(MCC)",1990,"Religious Organizations","checked",NA,"","7/14/2023 3:54pm",", SC",-79.931051,32.776475,"unclear_coded_by_hand","General Coordinates Used"
4592,"Acceptence Group (Gay AA)","","Meeting & Cumberland Sts. (Circular Congr. Church) 762-2433 meets 6:30pm Sat","Charleston","SC","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 3:49pm",", SC",-79.931126,32.778849,"unclear_coded_by_hand","Found"
4601,"Whitepoint Gardens The Battery","","","Charleston","SC","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:55pm",", SC",-79.931051,32.776475,"unclear_coded_by_hand","General Coordinates Used"
4594,"Harbor House","PO Box 1272, 29402,","272-6116/724-1924 B&B","Charleston","SC","(*),(MX),(MW),(B&B)",1990,"Accommodations","checked",NA,"","7/14/2023 3:51pm","PO Box 1272, 29402,, SC",-79.931051,32.776475,"unclear_coded_by_hand","General Coordinates Used"
4602,"SC Coalition of Lesbians & Gay Men","PO Box 7463, 29202","787-5462 networking organization","Columbia","SC","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 3:55pm","PO Box 7463, 29202, SC",-81.034814,34.00071,"unclear_coded_by_hand","General Coordinates Used"
4613,"U. of SC","","Russel House, Blatte PE lockers & pool","Columbia","SC","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:56pm",", SC",-81.026995,33.996645,"unclear_coded_by_hand","Found"
4612,"Lake Murray Dam","","","Columbia","SC","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:55pm",", SC",-81.217875,34.053204,"unclear_coded_by_hand","Found"
4611,"'Rest Stop' on I-26 S","","","Columbia","SC","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:55pm",", SC",-81.034814,34.00071,"unclear_coded_by_hand","General Coordinates Used"
4615,"Timrod Park","","","Florence","SC","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:57pm",", SC",-79.770835,34.185242,"unclear_coded_by_hand","Found"
4616,"'Rest Stop' on I-85 S","","","Gaffney","SC","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:57pm",", SC",-81.649819,35.071795,"unclear_coded_by_hand","General Coordinates Used"
4618,"Gay Switchboard","","271-4207","Greenville","SC","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 3:57pm",", SC",-82.39401,34.852618,"unclear_coded_by_hand","General Coordinates Used"
4619,"Palmetto Gay/Lesbian Association","PO Box 10022 Federal Station, 29603","877-0020 bi-monthly meetings, call switchboard for info","Greenville","SC","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 3:57pm","PO Box 10022 Federal Station, 29603, SC",-82.39401,34.852618,"unclear_coded_by_hand","General Coordinates Used"
4617,"AA Gay/Lesbian","","233-6288","Greenville","SC","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 3:57pm",", SC",-82.39401,34.852618,"unclear_coded_by_hand","General Coordinates Used"
4629,"Hurlock Park","","","Myrtle Beach","SC","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:58pm",", SC",-78.904645,33.669836,"unclear_coded_by_hand","Found"
4628,"Beach at 82nd Ave","","","Myrtle Beach","SC","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 3:58pm",", SC",-78.886694,33.68906,"unclear_coded_by_hand","General Coordinates Used"
4632,"Truck Stops I-85 btwn exit 62 & 66 nights","","","Spartanburg","SC","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 4:03pm",", SC",-81.932048,34.949567,"unclear_coded_by_hand","General Coordinates Used"
4631,"Eight-Five Lounge","","(Hwy 221 & I-85) 573-7304 7pm-2am Sun-Thurs til 4pm Fri & Sat","Spartanburg","SC","(D),(F)",1990,"Bars","checked",NA,"Fairview Church Rd & TNS Mills Rd","7/14/2023 4:03pm",", SC",-81.91837,35.019491,"unclear_coded_by_hand","General Coordinates Used"
4636,"Main & St. Joe Sts. btwn 6th & 8th","","","Rapid City","SD","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 4:40pm",", SD",-103.22753,44.080278,"unclear_coded_by_hand","Found"
4638,"Sioux Empire Gay & Lesbian Coalition","PO Box 220, 57101","332-4599 social group sponsors activities & events call for info","Sioux Falls","SD","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 4:59pm","PO Box 220, 57101, SD",-96.728333,43.547303,"unclear_coded_by_hand","General Coordinates Used"
4637,"The Office","","(at MCC) 335-9546 community center/coffeehouse call for local info","Sioux Falls","SD","(MCC)",1990,"Info Lines & Services","checked",NA,"","7/14/2023 4:59pm",", SD",-96.728333,43.547303,"unclear_coded_by_hand","General Coordinates Used"
4642,"Faywick Park -2nd Ave. & 11th St 2nd Ave & 11th St","","","Sioux Falls","SD","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 4:59pm",", SD",-96.722808,43.545399,"unclear_coded_by_hand","Found"
4645,"Bird Sanctuary Amnocola Hwy","","","Chattanooga","TN","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:00pm",", TN",-85.262224,35.084789,"unclear_coded_by_hand","General Coordinates Used"
4646,"Chickamauga Dam area Hwy 153","","","Chattanooga","TN","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:00pm",", TN",-85.223204,35.095393,"unclear_coded_by_hand","Found"
4649,"Riverside Dr.","","","Clarksville","TN","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:01pm",", TN",-87.364057,36.517013,"unclear_coded_by_hand","General Coordinates Used"
4648,"Fairground Park & Mac Gregor Park","","","Clarksville","TN","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:01pm",", TN",-87.367563,36.534974,"unclear_coded_by_hand","Found"
4749,"'Rest Stop' on I-40 E.","","","Dandridge","TN","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:01pm",", TN",-83.414889,36.015369,"unclear_coded_by_hand","General Coordinates Used"
4750,"Timberfell Lodge","Rt. 11, P.O. Box 94A, 37743","234-0833 B&B, men-only bunkhouse & camping","Greenville","TN","(SW)",1990,"Accommodations","checked",NA,"","7/14/2023 5:01pm","Rt. 11, P.O. Box 94A, 37743, TN",-82.836862,36.351308,"unclear_coded_by_hand","Found"
4751,"Muse Park","","","Jackson","TN","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:01pm",", TN",-88.807783,35.646305,"unclear_coded_by_hand","Found"
4753,"MCC","1-181 Exit 45","Holsten Valley Unitarian Church, 349-7707 worship 7pm Sun","Johnson City","TN","(MCC)",1990,"Religious Organizations","checked",NA,"","7/14/2023 5:05pm","1-181 Exit 45, TN",-82.353473,36.31344,"unclear_coded_by_hand","General Coordinates Used"
4766,"Downtown btwn P.O. & Public Library","","","Knoxville","TN","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:12pm",", TN",-83.920739,35.960638,"unclear_coded_by_hand","General Coordinates Used"
4765,"Cumberland Ave. around St. John's Church","","","Knoxville","TN","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:12pm",", TN",-83.920739,35.960638,"unclear_coded_by_hand","General Coordinates Used"
4767,"Tyson Park","","","Knoxville","TN","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:13pm",", TN",-83.945255,35.954347,"unclear_coded_by_hand","Found"
4758,"Gay/Lesbian Helpline","","521-6546 7pm-11pm","Knoxville","TN","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:13pm",", TN",-83.920739,35.960638,"unclear_coded_by_hand","General Coordinates Used"
4768,"RFD","PO Box 68, 37095","536-5176 quarterly journal for rural gay lifestyles","Liberty","TN","",1990,"Publication","checked",NA,"","7/14/2023 5:14pm","PO Box 68, 37095, TN",-85.967766,36.006728,"unclear_coded_by_hand","General Coordinates Used"
4771,"BWMT","P.O. Box 41773, 38174","726-1461 7:30pm-9:30pm 4th Mon, call for location","Memphis","TN","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:15pm","P.O. Box 41773, 38174, TN",-90.04898,35.149534,"unclear_coded_by_hand","General Coordinates Used"
4789,"Overton Park","","(Hustlers)","Memphis","TN","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:15pm",", TN",-89.988516,35.14619,"unclear_coded_by_hand","Found"
4790,"Overton Square","","near Playhouse","Memphis","TN","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:15pm",", TN",-89.988516,35.14619,"unclear_coded_by_hand","Found"
4769,"AA (Phoenix)","","call switchboard for info","Memphis","TN","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:15pm",", TN",-90.04898,35.149534,"unclear_coded_by_hand","General Coordinates Used"
4773,"Memphis Gay Coalition","P.O. Box 3038, 38173","324-4297 (switchboard #) 7:30pm-11pm daily","Memphis","TN","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:15pm","P.O. Box 3038, 38173, TN",-90.04898,35.149534,"unclear_coded_by_hand","General Coordinates Used"
4774,"Open Quest Institute","","(800)992-9239 24 hour Crisis Hotline- see ad page 1","Memphis","TN","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:15pm",", TN",-90.04898,35.149534,"unclear_coded_by_hand","General Coordinates Used"
4770,"AA Gay/Lesbian","","call switchboard for info","Memphis","TN","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:15pm",", TN",-90.04898,35.149534,"unclear_coded_by_hand","General Coordinates Used"
4772,"Gay Switchboard","","324-4297 7:30pm-11pm daily","Memphis","TN","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:15pm",", TN",-90.04898,35.149534,"unclear_coded_by_hand","General Coordinates Used"
4791,"Old Fort Park","","","Murpheesboro","TN","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:17pm",", TN",-86.102692,35.486248,"unclear_coded_by_hand","Found"
4815,"Edwin Warner Park","","- Hwy 100","Nashville","TN","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:18pm",", TN",-86.904129,36.049995,"unclear_coded_by_hand","Found"
4814,"Centennial Park nr. the lake","","","Nashville","TN","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:17pm",", TN",-86.747171,36.27063,"unclear_coded_by_hand","Found"
4806,"Affirmation (Methodist)","PO Box 24213, 38101","mail access only","Nashville","TN","",1990,"Religious Organizations","checked",NA,"","7/14/2023 5:17pm","PO Box 24213, 38101, TN",-86.781602,36.162664,"unclear_coded_by_hand","General Coordinates Used"
4793,"AA Gay/Lesbian","","MCC church location Thurs 8pm","Nashville","TN","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:17pm",", TN",-86.781602,36.162664,"unclear_coded_by_hand","General Coordinates Used"
4794,"Open Quest Institute","","(800) 992-9239 24 hour Crisis Hotline","Nashville","TN","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:18pm",", TN",-86.781602,36.162664,"unclear_coded_by_hand","General Coordinates Used"
4810,"ETC.","PO Box 8916, Atlanta GA 30306","(800) 444-3821","Nashville","TN","",1990,"Publication","checked",NA,"","7/14/2023 5:18pm","PO Box 8916, Atlanta GA 30306, TN",-86.781602,36.162664,"unclear_coded_by_hand","General Coordinates Used"
4813,"Cedar Hill Park","","near tennis courts","Nashville","TN","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:17pm",", TN",-86.747171,36.27063,"unclear_coded_by_hand","Found"
4809,"Dare","PO Box 40422","292-9623","Nashville","TN","",1990,"Publication","checked",NA,"","7/14/2023 5:18pm","PO Box 40422, TN",-86.781602,36.162664,"unclear_coded_by_hand","General Coordinates Used"
4808,"Second Story","Thomas Lane & Nolensville Rd","(St. Edward's Church) gay Catholics, 4:30pm Sun","Nashville","TN","",1990,"Religious Organizations","checked",NA,"","7/14/2023 5:20pm","Thomas Lane & Nolensville Rd, TN",-86.73958,36.110999,"unclear_coded_by_hand","Found"
4817,"Boxwood Cottage","Rt. #1","598-5912 B&B, shared baths, year-round","Sewanee","TN","(MX)",1990,"Accommodations","checked",NA,"","7/14/2023 5:20pm","Rt. #1, TN",-85.92109,35.203137,"unclear_coded_by_hand","General Coordinates Used"
4755,"Broad Street","","near library","Kingsport","TN","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:20pm",", TN",-82.558264,36.549246,"unclear_coded_by_hand","General Coordinates Used"
4756,"Kingsport Mall","","","Kingsport","TN","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:21pm",", TN",-82.520444,36.529139,"unclear_coded_by_hand","Found"
4816,"Lee Valley Farm","Rt. 9, Box 223, 37857","272-4068 horseback riding, hiking, fishing","Rogersville","TN","",1990,"Accommodations","checked",NA,"","7/14/2023 5:21pm","Rt. 9, Box 223, 37857, TN",-83.005442,36.407317,"unclear_coded_by_hand","General Coordinates Used"
4748,"Cumberland Place","Rt. 1 Box 29B","967-0908 B&B","Cowan","TN","(MX),(MW)",1990,"Accommodations","checked",NA,"","7/14/2023 5:22pm","Rt. 1 Box 29B, TN",-86.010538,35.164527,"unclear_coded_by_hand","General Coordinates Used"
4820,"'Rest Stop' E. on I-20","","","Abilene","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:25pm",", TX",-99.733144,32.448736,"unclear_coded_by_hand","General Coordinates Used"
4821,"Rose Park","","","Abilene","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:25pm",", TX",-99.753885,32.44224,"unclear_coded_by_hand","Found"
4832,"The bushes","","- Eakle Park, Polk & 29th","Amarillo","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:29pm",", TX",-101.841081,35.183033,"unclear_coded_by_hand","Found"
4831,"Elwood Park","","","Amarillo","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:29pm",", TX",-101.845944,35.20238,"unclear_coded_by_hand","Found"
4830,"Amarillo College","","- biology bidg. & bus. bldg.","Amarillo","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:28pm",", TX",-101.847966,35.188794,"unclear_coded_by_hand","Found"
4829,"'Rest Stop' on I-40, 20 mi. E.","","","Amarillo","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:26pm",", TX",-101.831297,35.221997,"unclear_coded_by_hand","General Coordinates Used"
4833,"Tarrant County Gay Alliance","","336-8242 24 hr information & referral","Arlington","TX","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:30pm",", TX",-97.136774,32.756623,"unclear_coded_by_hand","General Coordinates Used"
4866,"Pease Park - footpath off Lamar","","","Austin","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:34pm",", TX",-97.751673,30.28142,"unclear_coded_by_hand","Found"
4855,"Integrity","27th Ave & University","(Chapel of the Holy Spirit) 454-8165/478-2494 7:30pm 3rd Mon","Austin","TX","",1990,"Religious Organizations","checked",NA,"","7/14/2023 5:34pm","27th Ave & University, TX",-97.738914,30.291806,"unclear_coded_by_hand","Found"
4865,"Hippy Hollow - Lake Travis - 'BA'","","(Fun!)","Austin","TX","Cruisy Area,(BA)",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:33pm",", TX",-97.743061,30.267153,"unclear_coded_by_hand","General Coordinates Used"
4867,"Zilker Park","","","Austin","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:36pm",", TX",-97.768811,30.266453,"unclear_coded_by_hand","Found"
4840,"Open Quest Institute, The","","(800) 992-9239 24 hour Crisis Hotline","Austin","TX","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:34pm",", TX",-97.743061,30.267153,"unclear_coded_by_hand","General Coordinates Used"
4839,"Gay Hotline","","477-6699 7pm-10pm Mon-Thurs, Tues & Thurs only in winter","Austin","TX","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:33pm",", TX",-97.743061,30.267153,"unclear_coded_by_hand","General Coordinates Used"
4864,"Barton Springs & Bath House area","","","Austin","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:30pm",", TX",-97.759614,30.261407,"unclear_coded_by_hand","Found"
4854,"Dignity","P.O. Box 2666, 78765","452-1186 Mass 6:30pm 3rd Sun, call for location","Austin","TX","",1990,"Religious Organizations","checked",NA,"","7/14/2023 5:33pm","P.O. Box 2666, 78765, TX",-97.743061,30.267153,"unclear_coded_by_hand","General Coordinates Used"
4838,"Ebony Connectoin","P.O. Box 1428, 78767","478-3786 black lesbian/gay/bisexual social & educational organization","Austin","TX","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:33pm","P.O. Box 1428, 78767, TX",-97.743061,30.267153,"unclear_coded_by_hand","General Coordinates Used"
4871,"Elizabeth St.","","(Hustlers)","Brownsville","TX","Cruisy Area,(AYOR)",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:37pm",", TX",-97.497484,25.901747,"unclear_coded_by_hand","General Coordinates Used"
4875,"Texas A & M","","Academic Center & Rudder Hall","College Station","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/19/2023 1:49pm",", TX",-96.334175,30.615013,"unclear_coded_by_hand","Found"
4876,"'Rest Stop' on I-10","","","Columbus","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:37pm",", TX",-96.539693,29.706623,"unclear_coded_by_hand","General Coordinates Used"
4877,"AA Gay/Lesbian","","(meets at MCC) 8pm Thurs & Sun","Corpus Christi","TX","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:37pm",", TX",-97.388945,27.796731,"unclear_coded_by_hand","General Coordinates Used"
4883,"Seawall","","","Corpus Christi","TX","(AYOR),Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:37pm",", TX",-97.388945,27.796731,"unclear_coded_by_hand","General Coordinates Used"
4884,"Rita Blanca Lake Park","","","Dalhart","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:38pm",", TX",-102.495371,36.039712,"unclear_coded_by_hand","General Coordinates Used"
4885,"BWMT","P.O. Box 1920-611, 75219","559-4513 call for info","Dallas","TX","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:38pm","P.O. Box 1920-611, 75219, TX",-96.796988,32.776664,"unclear_coded_by_hand","General Coordinates Used"
4887,"Gay Helpline","","368-6283 7:30pm-midnight, info, support, referrals","Dallas","TX","",1990,"Info Lines & Services","checked",NA,"","7/14/2023 5:41pm",", TX",-96.796988,32.776664,"unclear_coded_by_hand","General Coordinates Used"
4947,"Cedar Springs - btw. Oaklawn & Dallas","N. Toll Rd.","","Dallas","TX","Cruisy Area",1990,"Cruising Areas","checked",NA,"","7/14/2023 5:39pm","N. Toll Rd., TX",-96.825404,32.821477,"unclear_coded_by_hand","Found"
4935,"Affirmation (Methodist)","P.O. Box 225831, 75222","948-1546 call for info","Dallas","TX","",1990,"Religious Organizations","checked",NA,"","7/14/2023 5:38pm","P.O. Box 225831, 75222, TX",-96.796988,32.776664,"unclear_coded_by_hand","General Coordinates Used"
4890,"Plantation Inn, The","","520-3131 B & B, call for info","Dallas","TX","(MW)",1990,"Accommodations","checked",NA,"","7/14/2023 5:48pm",", TX",-96.796988,32.776664,"unclear_coded_by_hand","General Coordinates Used"
